word	nodeType	unit
free	ADJ	ATE26
old	ADJ	ATE26
cute	ADJ	ATE26
sharp	ADJ	ATE26
little	ADJ	ATE26
cutesy	ADJ	ATE26
little	ADJ	ATE26
cutesy	ADJ	ATE26
cute	ADJ	ATE26
fit	ADJ	ATE26
huge	ADJ	ATE26
stupid	ADJ	ATE26
crazy	ADJ	ATE26
radical	ADJ	ATE26
normal	ADJ	ATE26
normal	ADJ	ATE26
nuts	ADJ	ATE26
crazy	ADJ	ATE26
like	ADJ	ATE26
crazy	ADJ	ATE26
good	ADJ	ATE26
good	ADJ	ATE26
more	ADJ	ATE26
spiky	ADJ	ATE26
open	ADJ	ATE26
spiky	ADJ	ATE26
hot	ADJ	ATE26
spiky	ADJ	ATE26
naughty	ADJ	ATE26
spiky	ADJ	ATE26
spiky	ADJ	ATE26
many	ADJ	ATE22
old	ADJ	ATE22
poor	ADJ	ATE22
old	ADJ	ATE22
old	ADJ	ATE22
favorite	ADJ	ATE22
little	ADJ	ATE22
poor	ADJ	ATE22
old	ADJ	ATE22
old	ADJ	ATE22
old	ADJ	ATE22
free	ADJ	ATE22
old	ADJ	ATE22
old	ADJ	ATE22
free	ADJ	ATE22
horrific	ADJ	ATE22
old	ADJ	ATE22
lucky	ADJ	ATE22
first	ADJ	ATE22
like	ADJ	ATE22
sentient	ADJ	ATE22
innocent	ADJ	ATE22
white	ADJ	ATE22
yellow	ADJ	ATE22
yellow	ADJ	ATE22
open	ADJ	ATE22
yellow	ADJ	ATE22
perfect	ADJ	ATE22
human	ADJ	ATE22
white	ADJ	ATE22
liquid	ADJ	ATE22
sorry	ADJ	ATE22
single	ADJ	ATE22
right	ADJ	ATE22
married	ADJ	ATE22
enough	ADJ	ATE22
light	ADJ	ATE22
blue	ADJ	ATE22
white	ADJ	ATE22
triangular	ADJ	ATE22
red	ADJ	ATE22
immobile	ADJ	ATE22
crimson	ADJ	ATE22
red	ADJ	ATE22
delicious	ADJ	ATE22
wrong	ADJ	ATE22
white	ADJ	ATE22
beautiful	ADJ	ATE22
more	ADJ	ATE22
wrong	ADJ	ATE22
little	ADJ	ATE22
dead	ADJ	ATE22
undead	ADJ	ATE22
black	ADJ	ATE22
dead	ADJ	ATE22
eeehhh	ADJ	ATE22
ready	ADJ	ATE22
evil	ADJ	ATE22
rear	ADJ	ATE22
undead	ADJ	ATE22
white	ADJ	ATE22
excited	ADJ	ATE22
wild	ADJ	ATE22
entire	ADJ	ATE22
bombastic	ADJ	ATE22
bad	ADJ	ATE22
second	ADJ	ATE22
first	ADJ	ATE22
wonderful	ADJ	ATE22
next	ADJ	ATE22
late	ADJ	ATE22
bad	ADJ	ATE22
bad	ADJ	ATE22
cute	ADJ	ATE22
right	ADJ	ATE22
sure	ADJ	ATE22
cute	ADJ	ATE22
dimple	ADJ	ATE22
dimple	ADJ	ATE22
cool	ADJ	ATE22
dimple	ADJ	ATE22
sure	ADJ	ATE22
sure	ADJ	ATE22
happy	ADJ	ATE22
white	ADJ	ATE22
white	ADJ	ATE22
white	ADJ	ATE22
adorable	ADJ	ATE22
dimple	ADJ	ATE22
free	ADJ	ATE22
bad	ADJ	ATE22
next	ADJ	ATE22
peach	ADJ	ATE22
peach	ADJ	ATE22
red	ADJ	ATE22
peach	ADJ	ATE22
white	ADJ	ATE22
sure	ADJ	ATE22
good	ADJ	ATE22
casual	ADJ	ATE22
hardcore	ADJ	ATE22
peach	ADJ	ATE22
peach	ADJ	ATE22
gray	ADJ	ATE22
old	ADJ	ATE22
old	ADJ	ATE22
gray	ADJ	ATE22
ready	ADJ	ATE22
unholy	ADJ	ATE22
free	ADJ	ATE22
yellow	ADJ	ATE22
other	ADJ	ATE22
yellow	ADJ	ATE22
radical	ADJ	ATE22
free	ADJ	ATE22
cool	ADJ	ATE22
big	ADJ	ATE22
right	ADJ	ATE22
ready	ADJ	ATE23
ready	ADJ	ATE23
cool	ADJ	ATE23
dark	ADJ	ATE23
big	ADJ	ATE23
beautiful	ADJ	ATE23
stayin	ADJ	ATE23
new	ADJ	ATE23
cool	ADJ	ATE23
interesting	ADJ	ATE23
shut	ADJ	ATE23
weak	ADJ	ATE23
rockin	ADJ	ATE23
kick	ADJ	ATE23
kick	ADJ	ATE23
imaginative	ADJ	ATE23
near	ADJ	ATE23
intense	ADJ	ATE23
like	ADJ	ATE23
real	ADJ	ATE23
own	ADJ	ATE23
alive	ADJ	ATE23
well	ADJ	ATE23
new	ADJ	ATE23
amazing	ADJ	ATE23
cute	ADJ	ATE23
easy	ADJ	ATE23
bad	ADJ	ATE23
cosmic	ADJ	ATE23
well	ADJ	ATE23
invisible	ADJ	ATE23
invisible	ADJ	ATE23
angry	ADJ	ATE23
high	ADJ	ATE23
short	ADJ	ATE23
imaginary	ADJ	ATE23
mysterious	ADJ	ATE23
simple	ADJ	ATE23
other	ADJ	ATE23
imaginary	ADJ	ATE23
sorry	ADJ	ATE23
sorry	ADJ	ATE23
okay	ADJ	ATE23
big	ADJ	ATE23
celebratory	ADJ	ATE23
about	ADJ	ATE23
clear	ADJ	ATE23
cute	ADJ	ATE23
invisible	ADJ	ATE23
invisible	ADJ	ATE23
clear	ADJ	ATE23
invisible	ADJ	ATE23
imaginary	ADJ	ATE23
few	ADJ	ATE23
regular	ADJ	ATE23
awake	ADJ	ATE23
healthy	ADJ	ATE23
bombastic	ADJ	ATE23
bombastic	ADJ	ATE23
amazing	ADJ	ATE23
amazing	ADJ	ATE23
amazing	ADJ	ATE23
continuous	ADJ	ATE23
continuous	ADJ	ATE23
true	ADJ	ATE23
mine	ADJ	ATE23
happy	ADJ	ATE23
purposeless	ADJ	ATE23
late	ADJ	ATE23
dainty	ADJ	ATE23
mad	ADJ	ATE23
bad	ADJ	ATE23
lame	ADJ	ATE23
least	ADJ	ATE23
former	ADJ	ATE23
latter	ADJ	ATE23
gentle	ADJ	ATE23
young	ADJ	ATE23
secret	ADJ	ATE23
civilized	ADJ	ATE23
robotic	ADJ	ATE23
hyper	ADJ	ATE23
frustrated	ADJ	ATE23
normal	ADJ	ATE23
normal	ADJ	ATE23
naked	ADJ	ATE23
okay	ADJ	ATE23
mmmm	ADJ	ATE23
clear	ADJ	ATE23
good	ADJ	ATE23
tall	ADJ	ATE21
ordinary	ADJ	ATE21
little	ADJ	ATE21
ordinary	ADJ	ATE21
little	ADJ	ATE21
regular	ADJ	ATE21
ordinary	ADJ	ATE21
sinister	ADJ	ATE21
ordinary	ADJ	ATE21
obnoxious	ADJ	ATE21
right	ADJ	ATE21
careful	ADJ	ATE21
much	ADJ	ATE21
good	ADJ	ATE21
tiny	ADJ	ATE21
cute	ADJ	ATE21
little	ADJ	ATE21
stupid	ADJ	ATE21
dumb	ADJ	ATE21
jowl	ADJ	ATE21
more	ADJ	ATE21
ninja	ADJ	ATE21
wrong	ADJ	ATE21
wrong	ADJ	ATE21
right	ADJ	ATE21
good	ADJ	ATE21
okay	ADJ	ATE21
complete	ADJ	ATE21
jerky	ADJ	ATE21
giant	ADJ	ATE21
like	ADJ	ATE21
kiddin	ADJ	ATE21
real	ADJ	ATE21
mixed	ADJ	ATE21
rough	ADJ	ATE21
sensitive	ADJ	ATE21
mixed	ADJ	ATE21
good	ADJ	ATE21
fun	ADJ	ATE21
well	ADJ	ATE21
good	ADJ	ATE21
cute	ADJ	ATE21
little	ADJ	ATE21
blue	ADJ	ATE21
complicated	ADJ	ATE21
great	ADJ	ATE21
cool	ADJ	ATE21
transparent	ADJ	ATE21
cool	ADJ	ATE21
more	ADJ	ATE21
well	ADJ	ATE21
incapable	ADJ	ATE21
mad	ADJ	ATE21
other	ADJ	ATE21
little	ADJ	ATE21
unknown	ADJ	ATE21
deadly	ADJ	ATE21
loud	ADJ	ATE21
entire	ADJ	ATE21
quick	ADJ	ATE21
bad	ADJ	ATE21
old	ADJ	ATE21
old	ADJ	ATE21
siamese	ADJ	ATE21
twin	ADJ	ATE21
alright	ADJ	ATE21
fine	ADJ	ATE21
fine	ADJ	ATE21
bad	ADJ	ATE21
bad	ADJ	ATE21
old	ADJ	ATE21
calm	ADJ	ATE21
common	ADJ	ATE21
normal	ADJ	ATE21
bottom	ADJ	ATE21
natural	ADJ	ATE21
powerful	ADJ	ATE21
pungent	ADJ	ATE21
deadly	ADJ	ATE21
such	ADJ	ATE21
sweet	ADJ	ATE21
siamese	ADJ	ATE21
jerky	ADJ	ATE21
wrong	ADJ	ATE21
steady	ADJ	ATE21
lookin	ADJ	ATE21
good	ADJ	ATE21
musical	ADJ	ATE21
perfect	ADJ	ATE21
tragic	ADJ	ATE21
new	ADJ	ATE21
sure	ADJ	ATE21
musical	ADJ	ATE21
open	ADJ	ATE21
good	ADJ	ATE21
real	ADJ	ATE21
right	ADJ	ATE21
good	ADJ	ATE21
sticky	ADJ	ATE21
sticky	ADJ	ATE21
short	ADJ	ATE21
sensitive	ADJ	ATE21
dumb	ADJ	ATE21
super	ADJ	ATE21
real	ADJ	ATE21
pathetic	ADJ	ATE21
comical	ADJ	ATE21
angry	ADJ	ATE21
feelin	ADJ	ATE21
obnoxious	ADJ	ATE21
ready	ADJ	ATE21
new	ADJ	ATE21
sorry	ADJ	ATE21
tired	ADJ	ATE21
mysterious	ADJ	ATE20
tattered	ADJ	ATE20
poor	ADJ	ATE20
old	ADJ	ATE20
surprised	ADJ	ATE20
little	ADJ	ATE20
homeless	ADJ	ATE20
wrong	ADJ	ATE20
secret	ADJ	ATE20
nice	ADJ	ATE20
little	ADJ	ATE20
other	ADJ	ATE20
distraught	ADJ	ATE20
happy	ADJ	ATE20
little	ADJ	ATE20
cute	ADJ	ATE20
little	ADJ	ATE20
tiny	ADJ	ATE20
tiny	ADJ	ATE20
wrong	ADJ	ATE20
magic	ADJ	ATE20
blue	ADJ	ATE20
mystical	ADJ	ATE20
magical	ADJ	ATE20
worried	ADJ	ATE20
giant	ADJ	ATE20
low	ADJ	ATE20
top	ADJ	ATE20
same	ADJ	ATE20
magical	ADJ	ATE20
nutty	ADJ	ATE20
stinky	ADJ	ATE20
good	ADJ	ATE20
big	ADJ	ATE20
good	ADJ	ATE20
magic	ADJ	ATE20
wrong	ADJ	ATE20
huge	ADJ	ATE20
more	ADJ	ATE20
headed	ADJ	ATE20
big	ADJ	ATE20
wide	ADJ	ATE20
magic	ADJ	ATE20
little	ADJ	ATE20
next	ADJ	ATE20
giant	ADJ	ATE20
evil	ADJ	ATE20
evil	ADJ	ATE20
great	ADJ	ATE20
more	ADJ	ATE20
enormous	ADJ	ATE20
indistinct	ADJ	ATE20
big	ADJ	ATE20
fat	ADJ	ATE20
unsure	ADJ	ATE20
deep	ADJ	ATE20
small	ADJ	ATE20
small	ADJ	ATE20
hot	ADJ	ATE20
hot	ADJ	ATE20
red	ADJ	ATE20
green	ADJ	ATE20
blue	ADJ	ATE20
rid	ADJ	ATE20
full	ADJ	ATE20
about	ADJ	ATE20
upset	ADJ	ATE20
magic	ADJ	ATE20
good	ADJ	ATE20
fancy	ADJ	ATE20
old	ADJ	ATE20
surprised	ADJ	ATE20
makeshift	ADJ	ATE20
other	ADJ	ATE20
accursed	ADJ	ATE20
normal	ADJ	ATE20
other	ADJ	ATE20
pink	ADJ	ATE20
humanoid	ADJ	ATE20
blue	ADJ	ATE20
light	ADJ	ATE20
brown	ADJ	ATE20
other	ADJ	ATE20
beige	ADJ	ATE20
orange	ADJ	ATE20
only	ADJ	ATE20
orange	ADJ	ATE20
orange	ADJ	ATE20
cool	ADJ	ATE20
worthless	ADJ	ATE20
miserable	ADJ	ATE20
comfortable	ADJ	ATE20
miserable	ADJ	ATE20
right	ADJ	ATE20
depressed	ADJ	ATE20
cool	ADJ	ATE20
cool	ADJ	ATE20
hot	ADJ	ATE20
sick	ADJ	ATE20
worth	ADJ	ATE20
emotional	ADJ	ATE20
other	ADJ	ATE20
puzzled	ADJ	ATE20
clumped	ADJ	ATE20
angry	ADJ	ATE20
other	ADJ	ATE20
single	ADJ	ATE20
big	ADJ	ATE20
normal	ADJ	ATE20
perfect	ADJ	ATE20
little	ADJ	ATE20
second	ADJ	ATE20
right	ADJ	ATE20
magic	ADJ	ATE20
afraid	ADJ	ATE20
sure	ADJ	ATE20
darn	ADJ	ATE20
right	ADJ	ATE20
kind	ADJ	ATE20
angry	ADJ	ATE20
close	ADJ	ATE20
nice	ADJ	ATE20
big	ADJ	ATE20
normal	ADJ	ATE20
more	ADJ	ATE20
welcome	ADJ	ATE20
frickin	ADJ	ATE20
least	ADJ	ATE20
regular	ADJ	ATE20
single	ADJ	ATE20
original	ADJ	ATE20
strong	ADJ	ATE20
embarrassed	ADJ	ATE20
complicated	ADJ	ATE20
old	ADJ	ATE20
